gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,avg_monthly_spend,spend_vs_expected,n_services,service_density,is_long_tenure,is_new_customer,tenure_x_contract_monthly,charges_per_service,has_security_bundle,payment_auto,Churn
0,1,1,0,0.8478260869565217,1,1,0,1,0,0,0,1,1,0.3541858325666974,1.3976361957525392,1,0,0,0,0,0,0,1.6484920301021389,-1.2943061975354415,3,8.470105955830716,1,0,0,0.08854645814167435,0,0,1
1,0,1,1,0.8695652173913043,1,0,0,0,0,1,1,1,1,0.45722171113155496,1.5584044321329642,1,0,0,1,1,0,0,1.7921630359654175,-1.3349413248338626,3,6.5613538587693245,1,0,0,0.11430542778288874,0,1,0
1,1,0,1,0.5869565217391305,1,0,1,0,0,0,1,1,0,0.4498620055197793,1.1425521698984304,1,0,1,0,1,0,0,1.9465670471571712,-1.496705041637392,3,6.6686968325696165,1,0,0,0.11246550137994482,0,1,0
0,1,0,0,-0.5434782608695652,1,1,1,0,0,0,0,0,1,0.18215271389144447,-0.32318374884579865,1,0,0,0,0,1,0,0.5946591920491829,-0.41250647815773844,2,10.979737702147052,0,1,1,0.06071757129714816,0,0,0
1,0,1,0,0.7608695652173914,1,1,0,1,1,1,1,0,1,0.10579576816927325,1.0109178208679594,0,0,0,1,0,0,0,1.3286331040800954,-1.2228373359108222,5,47.26042285148139,1,0,0,0.017632628028212208,0,0,0
1,0,1,0,0.6521739130434783,1,1,1,1,1,0,1,1,1,0.7322907083716654,1.4923213296398894,1,0,1,0,0,1,0,2.288222530173284,-1.5559318218016187,6,8.193456147880859,1,0,0,0.10461295833880935,1,0,1
1,0,1,1,0.717391304347826,1,1,1,1,1,1,1,1,0,0.831646734130635,1.702404432132964,1,0,0,1,0,0,0,2.3730452944858427,-1.5413985603552076,7,8.417025277315842,1,0,0,0.10395584176632937,1,0,0
1,0,1,1,0.7391304347826086,1,1,0,0,0,0,0,0,0,-0.8408463661453542,0.052306555863342596,0,1,0,1,1,0,0,0.07076759748247868,-0.9116139636278329,1,1.189276484963305,1,0,0,-0.4204231830726771,0,1,0
0,0,0,0,0.5217391304347826,0,0,1,1,1,1,1,0,1,-0.3081876724931002,0.4378134810710988,0,0,1,0,0,1,0,0.8391408970328867,-1.147328569525987,5,16.22382795432542,1,0,0,-0.05136461208218337,1,0,0
1,0,1,1,-0.5217391304347826,1,0,0,0,0,0,0,0,0,-0.936522539098436,-0.3874939981532779,0,1,0,0,0,0,1,0.7426982532987682,-1.6792207923972042,0,0.0,0,1,1,-0.936522539098436,0,0,0
1,1,1,0,0.43478260869565216,1,1,1,1,1,0,0,0,1,0.3284268629254832,0.8160960295475531,1,0,0,0,0,1,0,1.8770165508213055,-1.5485896878958223,4,12.17923462513154,1,0,0,0.06568537258509663,1,0,0
0,0,1,1,0.717391304347826,1,1,1,0,0,0,1,1,1,0.566697332106716,1.548550323176362,1,0,0,1,0,0,0,2.1585822900402216,-1.5918849579335057,4,7.058429103064225,1,0,0,0.11333946642134321,0,0,0
0,0,1,0,0.5652173913043478,1,0,1,1,0,1,0,0,0,-0.249310027598896,0.5066149584487536,0,0,0,1,0,0,1,0.8963171868481565,-1.1456272144470525,3,12.033162066246621,1,0,0,-0.062327506899724,0,0,0
0,1,1,0,0.9130434782608695,1,0,1,1,1,1,1,0,1,0.5344986200551981,1.7051228070175437,1,0,0,1,0,1,0,1.867513409933099,-1.3330147898779008,5,9.354543600019111,1,0,0,0.08908310334253301,1,0,0
0,0,1,1,0.9347826086956522,1,0,0,0,0,0,0,0,1,-0.9245630174793008,-0.021045244690674026,0,1,0,1,1,0,0,-0.022513493491867546,-0.9020495239874332,0,0.0,1,0,0,-0.9245630174793008,0,1,0
1,0,1,1,0.15217391304347827,0,0,1,0,1,1,1,1,0,-0.1775528978840845,0.24733518005540175,0,0,1,0,1,0,0,1.625334788164032,-1.8028876860481167,5,28.160463158427728,0,0,0,-0.029592149647347413,1,1,0
1,0,1,0,-0.08695652173913043,1,0,0,0,0,0,0,0,1,-0.9089236430542778,-0.26661495844875344,0,1,1,0,0,0,0,3.066107282394412,-3.9750309254486895,0,0.0,0,0,0,-0.9089236430542778,0,0,0
0,1,1,0,0.9347826086956522,1,1,1,1,1,1,1,1,1,0.8187672493100276,2.044831024930748,1,0,0,1,0,0,0,2.1874913144700914,-1.3687240651600638,7,8.549427760418004,1,0,0,0.10234590616375346,1,0,0
0,0,0,0,0.15217391304347827,1,0,0,0,0,0,0,0,1,-0.9402023919043239,-0.21205540166204984,0,1,1,0,0,0,0,-1.3934977679367095,0.4532953760323857,0,0.0,0,0,0,-0.9402023919043239,0,0,0
1,0,0,0,-0.6086956521739131,1,0,0,0,0,0,1,1,1,-0.13891444342226308,-0.39436380424746076,0,0,0,0,0,0,1,0.647884457073865,-0.7867989004961281,2,14.397247352265751,0,1,1,-0.04630481447408769,0,0,0
0,0,1,0,0.9347826086956522,1,1,1,0,1,0,1,1,1,0.6467341306347748,1.8161477377654662,1,0,0,1,0,1,0,1.942853641068464,-1.2961195104336891,5,7.731140250712014,1,0,0,0.10778902177246247,1,0,0
1,0,1,1,0.6521739130434783,1,0,0,0,0,0,0,0,0,-0.9291628334866605,-0.06182086795937209,0,1,0,1,0,0,1,-0.09479185219019717,-0.8343709812964634,0,0.0,1,0,0,-0.9291628334866605,0,0,0
1,1,1,0,-0.4782608695652174,1,0,0,0,0,0,1,1,1,0.3523459061637536,-0.21297137580794087,1,0,0,0,0,1,0,0.4453047168719207,-0.09295881070816708,2,5.67622409907155,0,1,1,0.11744863538791787,0,0,1
0,0,0,0,-0.6086956521739131,1,0,0,0,1,1,1,1,0,0.0689972401103956,-0.39102493074792244,0,0,1,0,1,0,0,0.6423991558844858,-0.5734019157740902,4,57.972493118666385,0,1,0,0.013799448022079119,0,1,0
0,0,1,1,0.021739130434782608,1,1,0,1,1,1,1,1,1,0.6835326586936524,0.5451597414589104,1,0,0,0,0,1,0,25.076194602158182,-24.392661943464528,6,8.77791447968635,0,0,0,0.09764752267052178,0,0,0
1,0,0,0,0.7608695652173914,1,0,0,0,0,0,0,0,0,-0.9346826126954922,-0.046485687903970396,0,1,0,1,0,0,1,-0.06109539523412735,-0.8735872174613649,0,0.0,1,0,0,-0.9346826126954922,0,0,0
1,0,0,0,0.7391304347826086,1,1,1,1,1,1,0,0,0,-0.028518859245630124,0.8018836565096954,0,0,1,0,0,0,0,1.0848999498249499,-1.1134188090705799,5,175.3164332592599,1,0,0,-0.0047531432076050205,1,0,0
1,1,1,0,0.9347826086956522,1,1,1,1,1,0,1,1,0,0.2594296228150876,1.3303416435826407,0,0,0,1,1,0,0,1.423154654411334,-1.1637250315962464,6,23.127570426705468,1,0,0,0.03706137468786965,1,1,0
1,0,1,0,-0.45652173913043476,1,0,1,0,0,0,0,0,0,0.08555657773689064,-0.22589843028624187,1,0,0,0,0,1,0,0.494826216913005,-0.40926963917611436,1,11.688035431241772,0,1,1,0.04277828886844532,0,0,1
0,0,0,0,0.717391304347826,1,1,0,1,1,1,1,1,0,0.26034958601655944,1.1215438596491227,0,0,0,1,0,0,0,1.5633619887638837,-1.3030124027473242,6,23.045847876902318,1,0,0,0.037192798002365635,0,0,0
1,0,1,1,0.8260869565217391,1,1,0,1,1,1,1,1,1,0.7516099356025762,1.8122474607571564,1,0,0,1,0,0,0,2.1937705863521635,-1.4421606507495874,6,7.982853516081059,1,0,0,0.10737284794322517,0,0,0
1,0,0,0,-0.5,1,0,0,0,0,0,0,0,0,-0.4710211591536338,-0.33286057248384116,0,0,0,0,0,1,0,0.665722476412635,-1.1367436355662688,0,0.0,0,1,1,-0.4710211591536338,0,0,1
0,0,1,1,0.8913043478260869,1,1,1,0,0,1,1,1,1,0.18859245630174795,1.2004358264081256,0,0,0,1,0,0,0,1.3468289283083676,-1.1582364720066196,5,26.512054543398587,1,0,0,0.03143207605029132,0,0,0
0,1,0,0,-0.1956521739130435,1,0,0,0,0,0,1,0,0,0.19043238270469198,0.06403693444136661,1,0,0,0,0,0,0,-0.3273015600194028,0.5177339427240948,1,5.251180154430778,0,0,0,0.09521619135234599,0,0,0
0,0,0,0,-0.5217391304347826,1,1,0,0,0,0,0,0,0,0.09659613615455383,-0.2939907663896583,1,0,0,0,0,1,0,0.5634833822566612,-0.46688724610210736,1,10.35227378169904,0,1,1,0.048298068077276914,0,0,0
0,0,1,1,-0.10869565217391304,0,0,1,1,1,0,1,1,0,-0.23459061637534487,-0.008783010156971348,0,0,1,0,0,1,0,0.08080443684495538,-0.31539505322030026,5,21.313634635604526,0,0,0,-0.03909843606255748,1,0,0
0,0,1,0,-0.391304347826087,1,0,0,0,0,0,0,0,1,-0.48390064397424104,-0.26999815327793164,0,0,0,0,0,1,0,0.6899970439249374,-1.1738976878991785,0,0.0,0,1,1,-0.48390064397424104,0,0,1
1,0,1,0,0.9347826086956522,1,1,0,1,1,1,1,1,1,0.7405703771849127,1.9397156048014774,1,0,0,1,1,0,0,2.075042380672522,-1.3344720034876092,6,8.101852414020403,1,0,0,0.10579576816927325,0,1,0
0,0,1,1,0.8043478260869565,1,0,1,1,0,1,0,0,1,-0.22355105795768157,0.713078485687904,0,0,0,1,1,0,0,0.8865289070625366,-1.1100799650202182,3,13.419693056763988,1,0,0,-0.05588776448942039,0,1,0
0,0,1,1,0.34782608695652173,1,0,1,0,1,1,1,1,1,0.19595216191352358,0.6311726685133887,0,0,0,1,0,0,1,1.8146162049544035,-1.6186640430408799,5,25.516301707887514,0,0,0,0.03265869365225393,1,0,0
0,0,1,1,0.8695652173913043,1,0,0,0,0,0,0,0,0,-0.9319227230910763,-0.00016989843028618817,0,1,0,1,0,0,0,-0.00019538297013870073,-0.9317273401209376,0,0.0,1,0,0,-0.9319227230910763,0,0,0
1,1,1,0,-0.30434782608695654,1,1,0,0,0,0,0,1,1,0.2805887764489421,-0.015342566943674963,1,0,0,0,0,0,0,0.05041145702400509,0.230177319424937,2,7.127843449292362,0,0,0,0.09352959214964736,0,0,1
0,0,0,0,-0.021739130434782608,1,0,0,0,1,0,1,0,1,-0.19871205151793925,0.0735660203139428,0,0,0,0,0,0,0,-3.384192607301305,3.1854805557833656,2,10.06476416482108,0,0,0,-0.06623735050597974,0,0,0
0,0,0,0,0.8913043478260869,1,1,1,1,1,1,1,1,0,0.831646734130635,1.9885872576177286,1,0,1,0,1,0,0,2.2310953956104225,-1.3994486614797874,7,8.417025277315842,1,0,0,0.10395584176632937,1,1,1
0,0,0,0,0.15217391304347827,1,0,1,1,1,1,0,1,1,0.09567617295308194,0.37899907663896587,0,0,1,0,0,0,1,2.4905489943055272,-2.3948728213524455,5,52.25906917684424,0,0,0,0.015946028825513655,1,0,0
1,1,0,0,-0.2826086956521739,1,1,0,0,0,0,1,0,1,0.2989880404783809,-0.034415512465373936,1,0,0,0,0,1,0,0.12177839809334717,0.17720964238503373,2,6.6892083964014555,0,0,0,0.0996626801594603,0,0,1
0,0,0,0,-0.2391304347826087,1,1,0,0,0,0,1,0,1,0.2732290708371667,0.04621975992613117,1,0,0,0,0,1,0,-0.19328344069457326,0.46651251153173995,2,7.319838529749216,0,0,0,0.09107635694572223,0,0,1
0,0,1,0,0.10869565217391304,1,1,0,0,0,0,1,1,1,0.5022999080036801,0.5348328716528163,1,0,0,0,0,1,0,4.920417151368118,-4.418117243364438,3,5.972515582189671,0,0,0,0.12557497700092002,0,0,1
1,0,1,1,0.2826086956521739,0,0,0,1,1,0,0,1,1,-0.4645814167433302,0.19252446906740545,0,0,1,0,1,0,0,0.6812380184732155,-1.1458194352165458,3,6.4574118431551035,0,0,0,-0.11614535418583255,0,1,0
1,0,0,0,0.41304347826086957,1,1,1,0,0,1,0,1,1,0.011039558417663452,0.6594201292705447,0,0,1,0,0,0,0,1.596486974107592,-1.5854474156899285,4,362.30051494501606,1,0,0,0.0022079116835326904,0,0,0
1,0,1,0,0.391304347826087,1,1,0,1,1,1,1,1,1,0.721251149954002,1.1012594644506002,1,0,0,0,0,1,0,2.8143225503272387,-2.093071400373237,6,8.318866017082446,1,0,0,0.10303587856485742,0,0,1
0,0,1,1,0.21739130434782608,1,1,0,1,1,1,0,0,1,0.35326586936522547,0.6136952908587258,1,0,1,0,0,1,0,2.8229853522175183,-2.469719482852293,4,11.322884614646936,0,0,0,0.0706531738730451,0,0,1
0,0,1,1,-0.391304347826087,1,0,0,0,0,0,0,0,0,-0.9098436062557498,-0.3531449676823638,0,1,0,1,1,0,0,0.9024838904248719,-1.8123274966806218,0,0.0,0,1,0,-0.9098436062557498,0,1,0
1,0,0,0,-0.4782608695652174,1,0,0,0,0,0,0,0,1,-0.9273229070837166,-0.36933702677747,0,1,0,0,0,0,1,0.772251761606575,-1.6995746686902917,0,0.0,0,1,1,-0.9273229070837166,0,0,0
0,0,0,0,-0.5652173913043478,1,1,0,0,0,0,0,0,0,-0.841766329346826,-0.3874053554939981,0,1,0,0,0,0,1,0.6854106877544444,-1.5271770171012704,1,1.1879767307861133,0,1,1,-0.420883164673413,0,0,0
1,0,0,0,-0.45652173913043476,1,0,1,0,1,0,0,1,1,-0.06715731370745155,-0.24183933518005538,0,0,0,0,0,1,0,0.5297444660251421,-0.5969017797325937,3,44.67056771360141,0,1,1,-0.016789328426862888,1,0,0
1,0,0,1,-0.6086956521739131,1,0,0,0,0,0,0,0,1,-0.936522539098436,-0.4071726685133887,0,1,0,0,0,0,1,0.6689276257959523,-1.6054501648943882,0,0.0,0,1,1,-0.936522539098436,0,0,1
1,0,1,1,0.06521739130434782,1,0,1,1,1,0,0,1,0,0.4498620055197793,0.5123767313019392,1,0,1,0,0,0,1,7.856322749680905,-7.4064607441611265,4,8.89159577675949,0,0,0,0.08997240110395585,1,0,0
1,0,1,1,0.6739130434782609,1,0,1,1,1,1,0,0,1,-0.0827966881324747,0.747796860572484,0,0,1,0,0,0,0,1.1096324046207628,-1.1924290927532375,4,48.3105276272941,1,0,0,-0.01655933762649494,1,0,0
0,0,1,0,-0.41304347826086957,1,0,0,0,0,0,0,0,1,-0.9273229070837166,-0.357444136657433,0,1,0,0,0,0,0,0.8653931628593373,-1.792716069943054,0,0.0,0,1,1,-0.9273229070837166,0,0,0
0,0,1,0,0.9130434782608695,1,1,0,0,0,0,0,0,1,-0.8408463661453542,0.09238781163434909,0,1,0,1,0,0,0,0.10118654001426708,-0.9420329061596213,1,1.189276484963305,1,0,0,-0.4204231830726771,0,0,0
0,0,1,1,-0.5434782608695652,1,0,0,0,0,0,0,0,0,-0.9199632014719411,-0.3903601108033241,0,1,0,0,0,0,1,0.7182639254837393,-1.6382271269556803,0,0.0,0,1,1,-0.9199632014719411,0,0,1
0,1,0,0,-0.6086956521739131,1,0,0,0,0,0,0,0,1,-0.020239190432382603,-0.3924579870729455,1,0,0,0,0,1,0,0.6447534665719626,-0.6649926570043453,0,0.0,0,1,1,-0.020239190432382603,0,0,1
0,0,1,1,0.30434782608695654,0,0,1,1,0,1,1,0,1,-0.35142594296228147,0.22282548476454295,0,0,1,0,0,0,0,0.7321384729142302,-1.0835644158765116,4,11.382166564358496,0,0,0,-0.07028518859245629,0,0,0
1,0,1,0,0.6521739130434783,1,1,0,0,1,0,1,1,1,0.5363385464581418,1.3484395198522623,1,0,1,0,0,0,0,2.067604093447192,-1.5312655469890502,4,7.457962080952344,1,0,0,0.10726770929162836,0,0,1
0,0,1,0,-0.13043478260869565,1,0,0,0,1,1,0,0,0,-0.296228150873965,-0.0519815327793167,0,0,0,0,0,1,0,0.3985281400238349,-0.6947562908977999,2,6.751530003375425,0,0,0,-0.09874271695798832,0,0,0
0,0,1,0,0.9347826086956522,1,0,0,0,0,0,0,0,0,-0.937442502299908,0.029244690674053594,0,1,0,1,0,0,0,0.03128498446272512,-0.9687274867626331,0,0.0,1,0,0,-0.937442502299908,0,0,0
1,0,1,0,-0.15217391304347827,1,0,1,0,0,1,0,0,1,-0.2594296228150873,-0.03110618651892886,0,0,1,0,1,0,0,0.2044134261269042,-0.46384304894199146,2,7.7091901422351645,0,0,0,-0.08647654093836243,0,1,0
0,0,0,0,-0.6086956521739131,0,0,0,0,0,0,0,0,1,-0.8316467341306348,-0.4054884579870729,0,0,0,0,0,0,1,0.666160703957062,-1.4978074380876967,0,0.0,0,1,1,-0.8316467341306348,0,0,0
1,0,0,0,0.8695652173913043,1,1,0,0,0,0,0,0,0,-0.8537258509659613,0.09325946445060018,0,1,0,1,0,0,0,0.10724826078269031,-0.9609741117486517,1,1.1713348348696493,1,0,0,-0.42686292548298066,0,0,0
1,0,0,0,0.45652173913043476,0,0,1,0,0,1,0,0,1,-0.6430542778288868,0.10383748845798713,0,0,1,0,0,0,1,0.22745304791558116,-0.870507325744468,2,3.1101525311361926,1,0,0,-0.21435142594296228,0,0,0
0,1,0,0,-0.6086956521739131,0,0,0,0,0,0,0,0,1,-0.8307267709291628,-0.40547368421052626,0,0,0,0,0,1,0,0.6661364327128612,-1.496863203642024,0,0.0,0,1,1,-0.8307267709291628,0,0,1
1,0,0,0,-0.5869565217391305,1,0,0,0,0,0,0,0,1,-0.4664213431462741,-0.3844210526315789,0,0,0,0,0,0,1,0.6549406869749714,-1.1213620301212455,0,0.0,0,1,1,-0.4664213431462741,0,0,1
0,0,1,0,-0.30434782608695654,1,0,0,1,0,0,0,0,0,0.09199632014719412,-0.08359741458910433,1,0,0,0,0,0,0,0.2746781218780289,-0.18268180173083481,1,10.86988184438435,0,0,0,0.04599816007359706,0,0,0
1,0,0,0,0.043478260869565216,1,0,0,0,0,0,0,0,0,-0.9190432382704692,-0.23294552169898428,0,1,0,1,0,0,0,-5.357623773729842,4.438580535459373,0,0.0,0,0,0,-0.9190432382704692,0,0,0
1,0,0,0,-0.6086956521739131,1,0,0,0,0,0,0,0,0,-0.9236430542778289,-0.4069658356417359,0,1,0,0,0,0,1,0.6685878283771413,-1.5922308826549703,0,0.0,0,1,1,-0.9236430542778289,0,0,1
1,0,1,0,0.8043478260869565,1,1,0,1,1,0,1,1,1,0.6375344986200554,1.694781163434903,1,0,0,0,1,0,0,2.1070226106747416,-1.469488112054686,5,7.842700541103189,1,0,0,0.10625574977000923,0,1,1
0,0,1,1,-0.6304347826086957,0,0,1,1,1,1,1,0,0,-0.26310947562097514,0.0,0,0,0,1,1,0,0,-0.0,-0.26310947562097514,5,19.003424277195144,0,1,0,-0.043851579270162526,1,1,0
1,0,0,1,-0.5652173913043478,1,0,0,0,0,0,1,0,1,-0.28794848206071744,-0.3628513388734995,0,0,0,0,1,0,0,0.6419688891826878,-0.9299173712434052,1,3.472831389879488,0,1,1,-0.14397424103035872,0,1,1
0,0,0,0,-0.45652173913043476,1,0,0,0,0,0,0,0,0,-0.9264029438822448,-0.3710803324099723,0,1,0,1,0,0,1,0.8128444134143686,-1.7392473572966134,0,0.0,0,1,0,-0.9264029438822448,0,0,0
1,0,1,1,0.7608695652173914,1,0,1,0,1,0,1,1,1,0.04967801287948488,0.9724616805170821,0,0,1,0,1,0,0,1.2780908146173802,-1.2284128017378952,4,80.51689774318793,1,0,0,0.009935602575896976,1,1,0
0,0,1,0,-0.021739130434782608,1,0,0,0,0,0,0,0,0,-0.9172033118675252,-0.24655216989843026,0,1,0,0,0,0,1,11.341921543718804,-12.259124855586329,0,0.0,0,0,0,-0.9172033118675252,0,0,0
0,0,1,0,0.6086956521739131,1,1,0,0,1,0,1,1,1,0.5593376264949403,1.3555013850415512,1,0,1,0,1,0,0,2.226891474103698,-1.6675538476087575,4,7.1513030041671595,1,0,0,0.11186752529898807,0,1,0
0,0,1,1,-0.32608695652173914,1,1,0,0,1,0,0,1,1,0.31094756209751623,-0.04103416435826408,1,0,0,0,0,1,0,0.12583848993671232,0.1851090721608039,3,9.647897966671328,0,1,1,0.07773689052437906,0,0,1
1,0,0,0,-0.21739130434782608,1,0,0,0,0,0,0,0,1,-0.9273229070837166,-0.3025595567867036,0,1,0,1,0,0,1,1.3917803634085082,-2.3191032704922248,0,0.0,0,0,0,-0.9273229070837166,0,0,0
1,0,1,0,-0.41304347826086957,1,0,0,0,0,0,1,0,1,0.17663293468261287,-0.15963804247460753,1,0,0,0,0,1,0,0.3864930385532484,-0.20986010387063553,1,5.661426281404328,0,1,1,0.08831646734130644,0,0,1
0,0,1,0,0.4782608695652174,0,0,0,1,0,0,1,1,1,-0.3808647654093836,0.34153277931671283,0,0,0,0,0,1,0,0.7141124999724451,-1.0949772653818286,3,7.876790912870238,1,0,0,-0.0952161913523459,0,0,0
0,0,1,0,0.8260869565217391,1,1,1,1,1,0,0,0,0,-0.08647654093836227,0.8643767313019391,0,0,0,1,0,0,1,1.0463495133634628,-1.1328260543018251,4,46.25478426648417,1,0,0,-0.017295308187672453,1,0,0
1,0,1,1,-0.391304347826087,1,0,0,0,0,0,0,0,1,-0.9181232750689972,-0.33881440443213295,0,1,0,0,0,1,0,0.8658612463053025,-1.7839845213742995,0,0.0,0,1,1,-0.9181232750689972,0,0,0
1,0,1,1,0.9347826086956522,0,0,1,0,1,1,1,1,0,-0.17295308187672478,0.931213296398892,0,0,0,1,0,0,0,0.9961806002335214,-1.1691336821102463,5,28.909407316352404,1,0,0,-0.028825513646120796,1,0,0
1,0,1,1,0.8043478260869565,1,0,0,0,0,0,0,0,1,-0.9199632014719411,-0.011220683287165256,0,1,1,0,0,1,0,-0.013950021338070816,-0.9060131801338703,0,0.0,1,0,0,-0.9199632014719411,0,0,0
0,0,0,0,-0.2391304347826087,1,1,0,0,0,1,1,0,1,0.3311867525298988,0.07145337026777471,1,0,0,0,0,1,0,-0.2988062524913865,0.6299930050212853,3,9.05830598228166,0,0,0,0.0827966881324747,0,0,1
0,0,0,0,-0.43478260869565216,1,0,0,0,0,0,0,0,1,-0.9356025758969642,-0.36007386888273313,0,1,0,0,0,1,0,0.8281718032254336,-1.7637743791223977,0,0.0,0,1,1,-0.9356025758969642,0,0,0
0,0,0,0,-0.43478260869565216,1,1,0,0,0,0,0,0,1,0.08923643054277845,-0.22563250230840254,1,0,0,0,1,0,0,0.5189559489080083,-0.42971951836522987,1,11.206059989822567,0,1,1,0.044618215271389226,0,1,0
1,0,1,0,0.41304347826086957,1,1,1,1,1,0,1,1,1,0.7562097516099359,1.1575623268698063,1,0,0,0,0,0,0,2.802512532654452,-2.0463027810445165,6,7.934296077153482,1,0,0,0.10802996451570512,1,0,0
1,0,0,0,-0.41304347826086957,1,0,0,0,0,0,0,0,0,-0.003679852805887556,-0.19559741458910432,1,0,0,0,0,0,1,0.47355278181719795,-0.4772326346230855,0,0.0,0,1,1,-0.003679852805887556,0,0,0
0,0,0,0,-0.43478260869565216,1,1,0,0,0,0,1,1,1,0.4489420423183074,-0.1499759926131117,1,0,0,0,0,1,0,0.3449455763849826,0.10399646593332484,3,6.682362164492472,0,1,1,0.11223551057957686,0,0,1
0,1,0,0,-0.34782608695652173,1,1,0,0,0,0,1,1,1,0.454461821527139,-0.031756232686980586,1,0,0,0,0,1,0,0.09129943146093462,0.3631623900662044,3,6.601200049586125,0,1,1,0.11361545538178475,0,0,1
1,0,0,0,-0.5434782608695652,1,1,0,1,0,0,0,0,0,0.14903403863845463,-0.31539796860572483,1,0,0,0,0,1,0,0.580333330047861,-0.43129929140940637,2,13.419663042137474,0,1,1,0.049678012879484874,0,0,1
1,0,0,0,-0.5434782608695652,1,0,0,0,0,0,0,0,1,-0.0027598896044156666,-0.34261126500461675,1,0,0,0,0,1,0,0.630405887555328,-0.6331657771597436,0,0.0,0,1,1,-0.0027598896044156666,0,0,1
0,0,1,0,0.9347826086956522,1,1,1,1,1,1,1,1,0,0.39834406623735064,1.5001071098799628,0,0,0,1,0,0,0,1.6047640287286735,-1.206419962491323,7,17.57270415351174,1,0,0,0.04979300827966883,1,0,0
0,0,1,1,0.4782608695652174,1,0,1,1,1,1,1,1,0,0.2787488500459983,0.8936583564173591,0,0,0,1,1,0,0,1.868554474622395,-1.5898056245763967,6,21.524675256363015,1,0,0,0.039821264292285476,1,1,0
1,0,1,0,0.6521739130434783,0,0,0,1,0,0,0,1,1,-0.5390984360625575,0.31179316712834715,0,0,0,0,0,0,0,0.47808212320421,-1.0171805592667675,2,3.709890729264125,1,0,0,-0.17969947868751915,0,0,1
1,0,1,0,-0.41304347826086957,1,1,0,0,0,0,1,0,1,0.2805887764489421,-0.1724469067405355,1,0,0,0,0,1,0,0.41750404817109726,-0.13691527172215517,2,7.127843449292362,0,1,1,0.09352959214964736,0,0,1
1,1,1,0,0.6956521739130435,1,1,0,1,0,0,0,0,1,0.21711131554737834,1.0363434903047093,1,0,0,0,0,1,0,1.4897416258094325,-1.2726303102620542,2,9.211821977752152,1,0,0,0.07237043851579278,0,0,0
1,0,0,0,0.5434782608695652,1,0,1,0,1,1,0,0,0,0.2585096596136157,0.9120073868882734,1,0,1,0,0,1,0,1.6780905041878955,-1.4195808445742797,3,11.60493731470867,1,0,0,0.06462741490340393,1,0,0
0,0,0,0,0.08695652173913043,1,1,1,1,0,0,0,0,1,-0.17387304507819681,0.18803324099722993,0,0,0,0,0,0,1,2.1623574043579943,-2.336230449436191,3,17.25386902139881,0,0,0,-0.043468261269549203,0,0,0
0,0,0,0,-0.043478260869565216,1,0,0,0,0,0,0,0,1,-0.9218031278748849,-0.25389473684210523,0,1,0,1,0,0,0,5.839713260773419,-6.761516388648303,0,0.0,0,0,0,-0.9218031278748849,0,0,0
0,1,0,0,-0.6086956521739131,1,0,0,0,0,0,1,0,1,0.16283348666053377,-0.3895180055401662,1,0,0,0,0,1,0,0.6399234889760049,-0.47709000231547116,1,6.1412052232198935,0,1,1,0.08141674333026688,0,0,1
1,0,0,0,-0.13043478260869565,1,0,0,1,0,0,1,1,0,0.45906163753449875,0.23502862419205914,1,0,0,0,0,0,1,-1.8018999333719425,2.2609615709064412,3,6.535055904597657,0,0,0,0.11476540938362469,0,0,0
1,0,0,1,-0.6086956521739131,1,0,0,0,0,0,0,0,0,-0.9291628334866605,-0.4070544783010157,0,1,0,0,0,0,1,0.6687334558423461,-1.5978962893290065,0,0.0,0,1,1,-0.9291628334866605,0,0,0
1,0,1,1,0.34782608695652173,1,0,1,1,1,1,1,1,1,0.2575896964121435,0.7270397045244692,0,0,0,1,0,0,1,2.0902331410875687,-1.8326434446754252,6,23.29276671700921,0,0,0,0.03679852805887764,1,0,0
0,0,1,1,0.21739130434782608,1,0,0,0,0,0,0,0,1,-0.9291628334866605,-0.1603471837488458,0,1,0,1,0,0,0,-0.7375936523138901,-0.19156918117277044,0,0.0,0,0,0,-0.9291628334866605,0,0,0
1,0,0,0,-0.5217391304347826,1,0,0,0,1,0,1,1,1,-0.006439742410303484,-0.31027146814404427,0,0,1,0,0,0,1,0.5946881204283158,-0.6011278628386192,3,465.7848131297401,0,1,0,-0.001609935602575871,0,0,1
1,0,1,1,0.9347826086956522,1,1,1,1,1,1,1,0,0,0.219871205151794,1.30531486611265,0,0,0,1,0,0,0,1.396381851339924,-1.17651064618813,6,27.288578817216834,1,0,0,0.031410172164542,1,0,0
0,0,1,1,0.6304347826086957,1,1,0,1,0,0,1,0,1,-0.06531738730450777,0.7602363804247462,0,0,0,0,0,0,0,1.2058902768477788,-1.2712076641522867,3,45.928874300192085,1,0,0,-0.016329346826126943,0,0,0
0,0,0,0,0.8913043478260869,0,0,1,1,1,1,0,0,1,-0.4737810487580496,0.49068882733148667,0,0,0,1,0,0,0,0.550528310559661,-1.0243093593177106,4,8.442700626765863,1,0,0,-0.09475620975160992,1,0,0
